Source_ID,PyBDSF_RA,PyBDSF_Dec,Class,Scores,x1,y1,x2,y2,RC_RA,RC_Dec,PyBDSF_host,PyBDSF_host_RA,PyBDSF_host_RA,PyBDSF_separation,RC_host,RC_host_RA,RC_host_Dec,RC_separation,file_path
2714,243.831,56.1275,3C_3P,0.9888,243.8592,56.1142,243.8216,56.1362,243.8336,56.1254,2426p560_ac51-027763,243.8311,243.8311,2.5455844122801086,2426p560_ac51-027763,243.8311,56.1282,13.513193552964996,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2714_logminmax_pred.png
1882,244.47299999999998,55.9405,1C_1P,0.8621,244.4599,55.9378,244.4549,55.9409,244.4577,55.9391,2453p560_ac51-036960,244.4728,244.4728,2.27683991529166,2453p560_ac51-036873,244.4575,55.9393,1.0182337648519928,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1882_logminmax_pred.png
4095,242.763,54.5398,1C_1P,0.9757,242.7322,54.5282,242.7243,54.533,242.72799999999998,54.5303,-,-1.0,-1.0,900036.5000417475,-,-1.0,-1.0,899906.0509514792,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4095_logminmax_pred.png
5377,241.71,55.9681,1C_1P,0.8186,241.7143,55.9661,241.7062,55.9707,241.7101,55.9681,2426p560_ac51-038070,241.7104,241.7104,4.553679830615676,2426p560_ac51-038070,241.7104,55.9669,4.452954075641186,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5377_logminmax_pred.png
3543,243.174,54.6553,3C_3P,0.8976,243.1904,54.6413,243.155,54.6626,243.1737,54.655,2425p545_ac51-028634,243.1741,243.1741,0.36000000001195076,2425p545_ac51-028634,243.1741,54.6553,1.8000000000290584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3543_logminmax_pred.png
6131,241.02900000000002,53.9989,1C_1P,0.9933,241.0328,53.9969,241.0248,54.0016,241.0287,53.9992,2400p545_ac51-000056,241.0286,241.0286,2.9024127894172,2400p545_ac51-000056,241.0286,53.9996,1.4843180251971848,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6131_logminmax_pred.png
1476,244.795,56.0138,1C_1P,0.9073,244.8247,56.0318,244.8199,56.0349,244.82299999999998,56.0327,-,-1.0,-1.0,908354.6610130332,-,-1.0,-1.0,908468.2292352541,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1476_logminmax_pred.png
4529,242.419,56.0361,1C_1P,0.9565,242.43,56.0222,242.424,56.0258,242.4271,56.0235,2426p560_ac51-031595,242.4196,242.4196,3.054701294718766,2426p560_ac51-032206,242.4264,56.0233,2.620839560122581,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4529_logminmax_pred.png
4035,242.80200000000002,55.1401,1C_1P,0.9913,242.8065,55.1378,242.7984,55.1427,242.8024,55.1401,2425p545_ac51-056964,242.8029,242.8029,3.545588808566911,2425p545_ac51-056964,242.8029,55.1405,2.305124725456471,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4035_logminmax_pred.png
4587,242.43200000000002,53.5115,3C_3P,0.8527,242.4521,53.5017,242.4186,53.5216,242.4309,53.5114,2416p530_ac51-054835,242.43200000000002,242.43200000000002,0.719999999998322,2416p530_ac51-054835,242.43200000000002,53.5117,4.104631530380983,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4587_logminmax_pred.png
41,246.37400000000002,54.5893,3C_3P,0.9793,246.3876,54.582,246.3687,54.5947,246.3812,54.5872,2451p545_ac51-026716,246.3744,246.3744,2.305124725428507,2451p545_ac51-026766,246.3813,54.5873,0.5091168824531277,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_41_logminmax_pred.png
5449,241.675,55.2369,1C_1P,0.8695,241.6457,55.2288,241.6396,55.2325,241.6431,55.2303,2425p545_ac51-063340,241.6752,241.6752,1.0182337648519928,2425p545_ac51-062855,241.6431,55.2305,0.719999999998322,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5449_logminmax_pred.png
1419,244.75400000000002,53.9182,1C_1P,0.9545,244.7311,53.9171,244.7191,53.925,244.7245,53.9206,2451p545_ac51-008150,244.7545,244.7545,1.9386593305282782,2451p545_ac51-008161,244.7244,53.9204,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1419_logminmax_pred.png
892,245.222,54.9114,2C_2P,0.9175,245.2581,54.9096,245.2489,54.915,245.2518,54.9125,-,-1.0,-1.0,908965.1251968481,-,-1.0,-1.0,909070.6189878708,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_892_logminmax_pred.png
4182,242.713,54.0949,1C_1P,0.9622,242.6783,54.0805,242.6708,54.0856,242.674,54.0826,2425p545_ac51-018042,242.7132,242.7132,1.018233764924343,2425p545_ac51-018175,242.6983,54.1145,144.3640398436853,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4182_logminmax_pred.png
4182,242.713,54.0949,1C_1P,0.9272,242.7011,54.1133,242.6969,54.11600000000001,242.6984,54.1142,-,242.7132,242.7132,1.018233764924343,-,-1.0,-1.0,899470.5377311877,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4182_logminmax_pred.png
4211,242.69099999999997,53.9515,1C_1P,0.8681,242.6935,53.9504,242.6894,53.9529,242.6912,53.9513,2425p545_ac51-005001,242.6917,242.6917,3.319036004702326,2425p545_ac51-005001,242.6917,53.9509,2.305124725456471,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4211_logminmax_pred.png
449,245.65400000000002,54.8663,1C_1P,0.9957,245.65900000000002,54.8628,245.6486,54.8697,245.6543,54.86600000000001,2451p545_ac51-046643,245.6541,245.6541,0.5091168823807778,2451p545_ac51-046643,245.6541,54.8664,1.609968943784657,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_449_logminmax_pred.png
5102,241.945,56.181000000000004,1C_1P,0.9382,241.9476,56.18,241.9428,56.1828,241.9454,56.1811,2426p560_ac51-034479,241.9451,241.9451,2.1897945109043584,2426p560_ac51-034479,241.9451,56.1816,2.0991426821701236,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5102_logminmax_pred.png
4504,242.47099999999998,54.38800000000001,1C_1P,0.9638,242.4486,54.3677,242.4436,54.3711,242.4458,54.3691,-,-1.0,-1.0,898890.2161385448,-,-1.0,-1.0,898786.6644821517,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4504_logminmax_pred.png
4504,242.47099999999998,54.38800000000001,1C_1P,0.8741,242.4752,54.402,242.4705,54.4048,242.4727,54.4032,-,-1.0,-1.0,898890.2161385448,-,-1.0,-1.0,898908.3234642277,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4504_logminmax_pred.png
1350,244.895,56.2041,2C_2P,0.8611,244.8971,56.203,244.8895,56.2079,244.8946,56.2049,2453p560_ac51-042006,244.8948,244.8948,1.2979984591888418,2453p560_ac51-042006,244.8948,56.2044,1.938659330585278,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1350_logminmax_pred.png
3753,243.02,54.696999999999996,1C_1P,0.9201,243.0038,54.6893,242.9997,54.692,243.0015,54.6905,2425p545_ac51-047958,243.0203,243.0203,1.5273506473232081,2425p545_ac51-046846,243.0012,54.6906,1.1384199576013405,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3753_logminmax_pred.png
4932,242.12400000000002,54.9092,3C_3P,0.8988,242.1352,54.8985,242.1089,54.9136,242.1223,54.9059,2425p545_ac51-043174,242.1247,242.1247,3.0968370960418947,2425p545_ac51-043174,242.1247,54.9097,16.179987639039766,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4932_logminmax_pred.png
6381,240.593,54.7294,1C_1P,0.9449,240.5954,54.7285,240.5909,54.7312,240.5934,54.7295,2400p545_ac51-048386,240.5931,240.5931,1.8356470249041739,2400p545_ac51-048386,240.5931,54.7299,1.8000000000188268,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6381_logminmax_pred.png
539,245.608,55.7714,3C_3P,0.9685,245.6273,55.7566,245.595,55.7779,245.6109,55.7673,2453p560_ac51-020005,245.6086,245.6086,2.414953415676985,2453p560_ac51-022023,245.6146,55.7661,14.003028243947435,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_539_logminmax_pred.png
631,245.479,55.1413,3C_3P,0.8698,245.5006,55.1232,245.48,55.136,245.4896,55.1285,2451p545_ac51-054543,245.4786,245.4786,1.484318025271632,2451p545_ac51-055364,245.4856,55.1285,14.39999999996644,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_631_logminmax_pred.png
2716,243.81099999999998,54.9934,1C_1P,0.9933,243.8149,54.99100000000001,243.8063,54.9964,243.8108,54.9934,2425p545_ac51-052023,243.8135,243.8135,9.06456838474489,2425p545_ac51-052023,243.8135,54.9931,9.779815949205164,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2716_logminmax_pred.png
4962,242.113,54.6131,2C_2P,0.8249,242.1333,54.6278,242.1188,54.6367,242.1251,54.6303,-,-1.0,-1.0,897813.928206455,-,-1.0,-1.0,897870.2005769965,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4962_logminmax_pred.png
7,246.53,55.05,1C_1P,0.9946,246.5356,55.0467,246.5243,55.0541,246.5304,55.0503,2476p545_ac51-062868,246.5306,246.5306,2.8116898833083797,2476p545_ac51-062868,246.5306,55.0505,1.018233764924343,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_7_logminmax_pred.png
6019,241.168,53.7444,1C_1P,0.8875,241.1699,53.7432,241.1657,53.7459,241.1676,53.7443,-,241.167,241.167,3.6712940498033317,-,-1.0,-1.0,893801.667006926,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6019_logminmax_pred.png
4531,242.463,53.8616,1C_1P,0.9875,242.5058,53.8426,242.4981,53.8478,242.5038,53.8448,-,-1.0,-1.0,898443.6524932088,-,-1.0,-1.0,898573.6491858533,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4531_logminmax_pred.png
6310,240.72799999999998,55.0924,1C_1P,0.9898,240.7338,55.0888,240.7227,55.0954,240.7284,55.0919,2400p545_ac51-056283,240.7289,240.7289,3.706426850841093,2400p545_ac51-056283,240.7289,55.0919,1.8000000000597538,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6310_logminmax_pred.png
4077,242.78099999999998,54.1484,1C_1P,0.9415,242.7962,54.1412,242.7906,54.1447,242.7939,54.1424,2425p545_ac51-018009,242.7809,242.7809,1.4843180251971848,2425p545_ac51-019106,242.7945,54.1425,2.189794510874922,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4077_logminmax_pred.png
780,245.39,56.3355,1C_1P,0.9972,245.3936,56.3328,245.3856,56.338,245.3893,56.3351,2453p560_ac51-045781,245.3891,245.3891,3.259938649634304,2453p560_ac51-045781,245.3891,56.3354,1.297998459132086,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_780_logminmax_pred.png
14,246.51,55.2464,1C_1P,0.9926,246.5122,55.2448,246.507,55.2484,246.5096,55.2466,2476p545_ac51-063607,246.5096,246.5096,1.4843180251661647,2476p545_ac51-063607,246.5096,55.2465,0.36000000001195076,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_14_logminmax_pred.png
5819,241.342,54.3584,1C_1P,0.8988,241.3356,54.361999999999995,241.3209,54.3705,241.3288,54.3663,2425p545_ac51-036406,241.3415,241.3415,2.305124725520389,2425p545_ac51-012740,241.3286,54.3667,1.609968943807536,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5819_logminmax_pred.png
2995,243.58,56.1639,1C_1P,0.9823,243.6152,56.1791,243.605,56.1851,243.6103,56.1817,-,-1.0,-1.0,904217.1524070983,-,-1.0,-1.0,904337.9545421617,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2995_logminmax_pred.png
2995,243.58,56.1639,1C_1P,0.9623,243.6118,56.1428,243.6058,56.1464,243.6094,56.1444,-,-1.0,-1.0,904217.1524070983,-,-1.0,-1.0,904304.2428384216,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2995_logminmax_pred.png
3952,242.858,54.6414,1C_1P,0.9886,242.8624,54.6388,242.854,54.6438,242.8582,54.6411,2425p545_ac51-029437,242.8583,242.8583,1.2979984591959364,2425p545_ac51-029437,242.8583,54.6416,1.8356470248790913,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3952_logminmax_pred.png
1218,244.917,54.2929,1C_1P,0.8185,244.9587,54.2951,244.9545,54.2978,244.9565,54.2964,2451p545_ac51-019589,244.9174,244.9174,2.0364675297763357,2451p545_ac51-018525,244.9561,54.2962,1.6099689438418545,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1218_logminmax_pred.png
1218,244.917,54.2929,3C_3P,0.9625,244.959,54.2806,244.933,54.3016,244.9502,54.2921,2451p545_ac51-019589,244.9174,244.9174,2.0364675297763357,2451p545_ac51-018867,244.9528,54.2909,10.308831165558173,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1218_logminmax_pred.png
5471,241.58700000000002,56.5049,1C_1P,0.9923,241.5919,56.5023,241.5827,56.5077,241.5871,56.5048,2426p560_ac51-062974,241.58700000000002,241.58700000000002,0.36000000001195076,2426p560_ac51-062974,241.58700000000002,56.505,0.8049844718580099,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5471_logminmax_pred.png
4276,242.622,55.6057,3C_3P,0.9158,242.6309,55.5969,242.5975,55.6166,242.6097,55.6062,2426p560_ac51-019388,242.6218,242.6218,1.938659330585278,2426p560_ac51-020085,242.6127,55.6087,14.05844941658775,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4276_logminmax_pred.png
5204,241.94,53.7905,1C_1P,0.892,241.9439,53.7883,241.9361,53.793,241.94,53.7903,2425p545_ac51-008634,241.94,241.94,1.0799999999846932,2425p545_ac51-008634,241.94,53.7908,1.7999999999830152,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5204_logminmax_pred.png
4224,242.648,56.2707,1C_1P,0.9333,242.6171,56.2634,242.6107,56.2671,242.6139,56.265,2426p560_ac51-044629,242.6478,242.6478,1.2979984591888418,2426p560_ac51-044845,242.6139,56.2653,1.0800000000102727,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4224_logminmax_pred.png
2370,244.08700000000002,55.4324,2C_2P,0.8048,244.1158,55.4096,244.0719,55.4359,244.0977,55.4148,2453p560_ac51-010787,244.0875,244.0875,2.5455844122294637,2453p560_ac51-010818,244.0981,55.4145,1.7999999999625516,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2370_logminmax_pred.png
5920,241.287,53.4717,1C_1P,0.9888,241.3257,53.4637,241.3151,53.4699,241.3207,53.4667,-,-1.0,-1.0,894005.1609749099,-,-1.0,-1.0,894119.5792642307,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5920_logminmax_pred.png
492,245.66,55.8141,1C_1P,0.9648,245.6786,55.8089,245.6688,55.8152,245.6737,55.8117,-,-1.0,-1.0,911226.7601218577,-,-1.0,-1.0,911272.8825825976,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_492_logminmax_pred.png
492,245.66,55.8141,1C_1P,0.948,245.6981,55.8074,245.6923,55.8112,245.6947,55.809,-,-1.0,-1.0,911226.7601218577,-,-1.0,-1.0,911344.3728133765,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_492_logminmax_pred.png
2946,243.627,56.7893,1C_1P,0.9735,243.6303,56.788000000000004,243.6245,56.7914,243.6275,56.7894,2426p560_ac51-052502,243.6282,243.6282,5.191993836627666,2426p560_ac51-052502,243.6282,56.7901,3.563818177171894,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2946_logminmax_pred.png
2350,244.114,55.6017,1C_1P,0.9916,244.1175,55.5998,244.1106,55.6041,244.1139,55.6018,-,-1.0,-1.0,905631.6832399442,-,-1.0,-1.0,905631.4134703985,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2350_logminmax_pred.png
18,246.393,54.1774,1C_1P,0.9355,246.3728,54.1688,246.3674,54.1725,246.3708,54.1702,2476p545_ac51-013636,246.394,246.394,3.6712940498033317,2451p545_ac51-024231,246.37099999999998,54.1711,3.3190360046135425,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_18_logminmax_pred.png
5927,241.236,54.3576,1C_1P,0.9946,241.2393,54.356,241.2335,54.3595,241.2364,54.3574,2400p545_ac51-025330,241.239,241.239,10.800000000051568,2400p545_ac51-025330,241.239,54.3576,9.38765146349544,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5927_logminmax_pred.png
5279,241.813,55.7368,1C_1P,0.9953,241.8166,55.7347,241.8093,55.7389,241.8132,55.7365,2426p560_ac51-013044,241.8127,241.8127,1.1384199575932517,2426p560_ac51-013044,241.8127,55.7369,2.305124725440492,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5279_logminmax_pred.png
363,245.774,54.8252,1C_1P,0.9905,245.7788,54.8222,245.7688,54.8288,245.7738,54.8252,2451p545_ac51-046514,245.7734,245.7734,3.599999999976262,2451p545_ac51-046514,245.7734,54.826,3.219937887569314,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_363_logminmax_pred.png
3703,243.06900000000002,53.7825,1C_1P,0.9604,243.0707,53.7813,243.0662,53.7842,243.0687,53.7827,2425p545_ac51-002767,243.0687,243.0687,2.0991426821701236,2425p545_ac51-002767,243.0687,53.783,1.0800000000102727,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3703_logminmax_pred.png
2405,244.06400000000002,56.0735,1C_1P,0.9894,244.0685,56.0715,244.0606,56.0762,244.0645,56.0737,2453p560_ac51-036502,244.0646,244.0646,2.5959969183067386,2453p560_ac51-036502,244.0646,56.0739,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2405_logminmax_pred.png
3549,243.168,53.5987,1C_3P,0.9088,243.185,53.5869,243.1516,53.6077,243.1673,53.5978,2441p530_ac51-062401,243.1674,243.1674,2.5959969183918727,2441p530_ac51-062401,243.1674,53.5983,1.835647024884108,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3549_logminmax_pred.png
5940,241.21400000000003,54.5416,3C_3P,0.9496,241.2003,54.5465,241.1692,54.5659,241.1777,54.5584,-,241.2139,241.2139,1.1384199576822303,-,-1.0,-1.0,894487.8945377271,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5940_logminmax_pred.png
284,245.864,54.7412,1C_1P,0.8909,245.886,54.7317,245.8821,54.7343,245.8846,54.7326,-,-1.0,-1.0,911083.9421918172,-,-1.0,-1.0,911149.4632178429,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_284_logminmax_pred.png
2612,243.88,55.2372,1C_1P,0.9813,243.8825,55.2362,243.8777,55.2393,243.8799,55.2372,2451p545_ac51-061980,243.8803,243.8803,1.8000000000188268,2451p545_ac51-061980,243.8803,55.2376,2.036467529848686,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2612_logminmax_pred.png
3376,243.297,54.0126,1C_1P,0.9656,243.3183,54.0071,243.3128,54.0107,243.3154,54.0088,2425p545_ac51-003145,243.2973,243.2973,1.5273506473774705,2425p545_ac51-002737,243.3143,54.00899999999999,4.024922359523416,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3376_logminmax_pred.png
6229,240.89,54.4858,1C_1P,0.9722,240.917,54.5074,240.9109,54.511,240.9147,54.50899999999999,-,-1.0,-1.0,893419.9580696943,-,-1.0,-1.0,893525.3024933801,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6229_logminmax_pred.png
6229,240.89,54.4858,1C_1P,0.9344,240.9192,54.4734,240.9136,54.4768,240.9173,54.4746,-,-1.0,-1.0,893419.9580696943,-,-1.0,-1.0,893506.7376614863,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6229_logminmax_pred.png
5842,241.343,53.8788,1C_1P,0.9339,241.3218,53.8771,241.3176,53.8796,241.3193,53.8781,2425p545_ac51-011363,241.3421,241.3421,4.843304656962817,2425p545_ac51-010521,241.3189,53.8787,2.595996918299644,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5842_logminmax_pred.png
3905,242.88400000000001,56.2522,1C_1P,0.993,242.888,56.25,242.8807,56.2543,242.8842,56.2519,2426p560_ac51-044830,242.8843,242.8843,1.1384199576013405,2426p560_ac51-044830,242.8843,56.2521,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3905_logminmax_pred.png
