Source_ID,PyBDSF_RA,PyBDSF_Dec,Class,Scores,x1,y1,x2,y2,RC_RA,RC_Dec,PyBDSF_host,PyBDSF_host_RA,PyBDSF_host_Dec,RC_host,RC_host_RA,RC_host_Dec,file_path
3645,243.097,56.3426,1C_1P,0.8911,243.0701,56.3316,243.0655,56.3344,243.0678,56.3328,2426p560_ac51-047855,243.0974,56.343,2426p560_ac51-047393,243.0679,56.3334,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3645_logminmax_pred.png
3874,242.905,56.3481,1C_1P,0.9704,242.9079,56.3466,242.9022,56.3499,242.9052,56.3478,2426p560_ac51-044755,242.9052,56.3483,2426p560_ac51-044755,242.9052,56.3483,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3874_logminmax_pred.png
3874,242.905,56.3481,1C_1P,0.8813,242.9307,56.3613,242.9182,56.3683,242.9245,56.3651,2426p560_ac51-044755,242.9052,56.3483,2426p560_ac51-044766,242.9274,56.3657,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3874_logminmax_pred.png
3853,242.92,56.7729,3C_3P,0.8075,242.9439,56.7509,242.9049,56.7713,242.9159,56.7684,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3853_logminmax_pred.png
1210,244.986,55.7858,1C_1P,0.9592,245.0311,55.801,245.0213,55.806999999999995,245.0275,55.8037,2453p560_ac51-016085,244.9866,55.787,2453p560_ac51-017334,245.0276,55.8027,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1210_logminmax_pred.png
2714,243.831,56.1275,3C_3P,0.9888,243.8592,56.1142,243.8216,56.1362,243.8336,56.1254,2426p560_ac51-027763,243.8311,56.1282,2426p560_ac51-027763,243.8311,56.1282,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2714_logminmax_pred.png
443,245.695,55.2858,1C_1P,0.9105,245.658,55.2746,245.6536,55.2775,245.6554,55.2756,2453p560_ac51-002855,245.6947,55.286,2453p560_ac51-002942,245.6553,55.2759,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_443_logminmax_pred.png
1882,244.47299999999998,55.9405,1C_1P,0.8621,244.4599,55.9378,244.4549,55.9409,244.4577,55.9391,2453p560_ac51-036960,244.4728,55.9411,2453p560_ac51-036873,244.4575,55.9393,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1882_logminmax_pred.png
4095,242.763,54.5398,1C_1P,0.9757,242.7322,54.5282,242.7243,54.533,242.72799999999998,54.5303,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4095_logminmax_pred.png
4095,242.763,54.5398,1C_1P,0.9445,242.80599999999998,54.5222,242.7966,54.5281,242.803,54.5245,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4095_logminmax_pred.png
5377,241.71,55.9681,1C_1P,0.8358,241.6738,55.9782,241.6691,55.9809,241.6713,55.9791,2426p560_ac51-038070,241.7104,55.9669,2426p560_ac51-036796,241.6714,55.9795,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5377_logminmax_pred.png
5377,241.71,55.9681,1C_1P,0.8186,241.7143,55.9661,241.7062,55.9707,241.7101,55.9681,2426p560_ac51-038070,241.7104,55.9669,2426p560_ac51-038070,241.7104,55.9669,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5377_logminmax_pred.png
3543,243.174,54.6553,3C_3P,0.8976,243.1904,54.6413,243.155,54.6626,243.1737,54.655,2425p545_ac51-028634,243.1741,54.6553,2425p545_ac51-028634,243.1741,54.6553,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3543_logminmax_pred.png
1305,244.868,54.7235,1C_1P,0.8568,244.83700000000002,54.7083,244.8329,54.711000000000006,244.8347,54.7091,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1305_logminmax_pred.png
1305,244.868,54.7235,1C_1P,0.8391,244.8969,54.7131,244.8924,54.7161,244.8944,54.7142,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1305_logminmax_pred.png
1305,244.868,54.7235,3C_3P,0.9134,244.9016,54.7072,244.8692,54.7281,244.8948,54.714,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1305_logminmax_pred.png
6272,240.85299999999998,54.1995,1C_1P,0.9974,240.8313,54.1754,240.824,54.1798,240.8271,54.1773,2400p545_ac51-024271,240.8528,54.2,2400p545_ac51-024271,240.8528,54.2,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6272_logminmax_pred.png
6131,241.02900000000002,53.9989,1C_1P,0.9933,241.0328,53.9969,241.0248,54.0016,241.0287,53.9992,2400p545_ac51-000056,241.0286,53.9996,2400p545_ac51-000056,241.0286,53.9996,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6131_logminmax_pred.png
1476,244.795,56.0138,1C_1P,0.9356,244.7902,55.9966,244.785,55.9998,244.78799999999998,55.9977,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1476_logminmax_pred.png
1476,244.795,56.0138,1C_1P,0.9073,244.8247,56.0318,244.8199,56.0349,244.82299999999998,56.0327,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1476_logminmax_pred.png
4529,242.419,56.0361,1C_1P,0.9565,242.43,56.0222,242.424,56.0258,242.4271,56.0235,2426p560_ac51-031595,242.4196,56.0367,2426p560_ac51-032206,242.4264,56.0233,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4529_logminmax_pred.png
4035,242.80200000000002,55.1401,1C_1P,0.9913,242.8065,55.1378,242.7984,55.1427,242.8024,55.1401,2425p545_ac51-056964,242.8029,55.1405,2425p545_ac51-056964,242.8029,55.1405,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4035_logminmax_pred.png
4587,242.43200000000002,53.5115,3C_3P,0.8527,242.4521,53.5017,242.4186,53.5216,242.4309,53.5114,2416p530_ac51-054835,242.43200000000002,53.5117,2416p530_ac51-054835,242.43200000000002,53.5117,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4587_logminmax_pred.png
4587,242.43200000000002,53.5115,3C_3P,0.8317,242.4205,53.4878,242.4011,53.5008,242.4152,53.4926,2416p530_ac51-054835,242.43200000000002,53.5117,2416p530_ac51-055612,242.4157,53.4925,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4587_logminmax_pred.png
41,246.37400000000002,54.5893,3C_3P,0.9793,246.3876,54.582,246.3687,54.5947,246.3812,54.5872,2451p545_ac51-026716,246.3744,54.5898,2451p545_ac51-026766,246.3813,54.5873,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_41_logminmax_pred.png
5449,241.675,55.2369,1C_1P,0.8695,241.6457,55.2288,241.6396,55.2325,241.6431,55.2303,2425p545_ac51-063340,241.6752,55.2367,2425p545_ac51-062855,241.6431,55.2305,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5449_logminmax_pred.png
5449,241.675,55.2369,3C_3P,0.9186,241.6697,55.2196,241.6356,55.2389,241.6436,55.2298,2425p545_ac51-063340,241.6752,55.2367,2425p545_ac51-062855,241.6431,55.2305,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5449_logminmax_pred.png
1419,244.75400000000002,53.9182,1C_1P,0.9545,244.7311,53.9171,244.7191,53.925,244.7245,53.9206,2451p545_ac51-008150,244.7545,53.9184,2451p545_ac51-008161,244.7244,53.9204,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1419_logminmax_pred.png
892,245.222,54.9114,1C_1P,0.8059,245.2182,54.8871,245.21400000000003,54.8901,245.2165,54.8879,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_892_logminmax_pred.png
892,245.222,54.9114,2C_2P,0.9175,245.2581,54.9096,245.2489,54.915,245.2518,54.9125,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_892_logminmax_pred.png
4182,242.713,54.0949,1C_1P,0.9622,242.6783,54.0805,242.6708,54.0856,242.674,54.0826,2425p545_ac51-018042,242.7132,54.0951,2425p545_ac51-018175,242.6983,54.1145,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4182_logminmax_pred.png
4182,242.713,54.0949,1C_1P,0.9272,242.7011,54.1133,242.6969,54.11600000000001,242.6984,54.1142,-,242.7132,54.0951,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4182_logminmax_pred.png
4211,242.69099999999997,53.9515,1C_1P,0.8681,242.6935,53.9504,242.6894,53.9529,242.6912,53.9513,2425p545_ac51-005001,242.6917,53.9509,2425p545_ac51-005001,242.6917,53.9509,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4211_logminmax_pred.png
4211,242.69099999999997,53.9515,3C_3P,0.9725,242.6848,53.9635,242.6678,53.9739,242.6744,53.9673,2425p545_ac51-005001,242.6917,53.9509,2425p545_ac51-005202,242.6737,53.9662,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4211_logminmax_pred.png
449,245.65400000000002,54.8663,1C_1P,0.9957,245.65900000000002,54.8628,245.6486,54.8697,245.6543,54.86600000000001,2451p545_ac51-046643,245.6541,54.8664,2451p545_ac51-046643,245.6541,54.8664,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_449_logminmax_pred.png
449,245.65400000000002,54.8663,1C_1P,0.9734,245.6627,54.8875,245.6577,54.8908,245.6604,54.888999999999996,2451p545_ac51-046643,245.6541,54.8664,2451p545_ac51-046290,245.6606,54.8894,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_449_logminmax_pred.png
5102,241.945,56.181000000000004,1C_1P,0.9548,241.9638,56.1903,241.9584,56.1934,241.9611,56.1918,2426p560_ac51-034479,241.9451,56.1816,2426p560_ac51-034292,241.9607,56.1921,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5102_logminmax_pred.png
5102,241.945,56.181000000000004,1C_1P,0.9382,241.9476,56.18,241.9428,56.1828,241.9454,56.1811,2426p560_ac51-034479,241.9451,56.1816,2426p560_ac51-034479,241.9451,56.1816,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5102_logminmax_pred.png
3688,243.06799999999998,56.3523,1C_1P,0.9682,243.0991,56.3605,243.0937,56.3637,243.097,56.3618,2426p560_ac51-047393,243.0678,56.3529,2426p560_ac51-047855,243.0973,56.3624,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3688_logminmax_pred.png
6312,240.77200000000002,54.3416,1C_1P,0.9832,240.7942,54.3277,240.7882,54.3313,240.7916,54.3292,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6312_logminmax_pred.png
6312,240.77200000000002,54.3416,1C_1P,0.8646,240.8139,54.325,240.8094,54.3276,240.8109,54.3258,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6312_logminmax_pred.png
1053,245.11700000000002,55.7175,1C_1P,0.9717,245.1396,55.7026,245.1349,55.7056,245.1369,55.70399999999999,2453p560_ac51-018630,245.1166,55.7175,2453p560_ac51-019341,245.1365,55.7042,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1053_logminmax_pred.png
1053,245.11700000000002,55.7175,1C_1P,0.9533,245.0941,55.7367,245.0864,55.7415,245.0904,55.7386,2453p560_ac51-018630,245.1166,55.7175,2453p560_ac51-020058,245.0937,55.7389,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1053_logminmax_pred.png
4504,242.47099999999998,54.388000000000005,1C_1P,0.9638,242.4486,54.3677,242.4436,54.3711,242.4458,54.3691,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4504_logminmax_pred.png
4504,242.47099999999998,54.388000000000005,1C_1P,0.8741,242.4752,54.402,242.4705,54.4048,242.4727,54.4032,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4504_logminmax_pred.png
1350,244.895,56.2041,2C_2P,0.8611,244.8971,56.203,244.8895,56.2079,244.8946,56.2049,2453p560_ac51-042006,244.8948,56.2044,2453p560_ac51-042006,244.8948,56.2044,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1350_logminmax_pred.png
4778,242.266,54.4891,3C_3P,0.9434,242.3039,54.4659,242.2718,54.4855,242.2855,54.4769,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4778_logminmax_pred.png
6340,240.702,54.5079,3C_3P,0.9361,240.7006,54.4839,240.6623,54.5057,240.6701,54.4874,2400p545_ac51-029603,240.7013,54.508,2400p545_ac51-030077,240.6694,54.4852,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6340_logminmax_pred.png
3753,243.02,54.696999999999996,1C_1P,0.9201,243.0038,54.6893,242.9997,54.692,243.0015,54.6905,2425p545_ac51-047958,243.0203,54.6973,2425p545_ac51-046846,243.0012,54.6906,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3753_logminmax_pred.png
4932,242.12400000000002,54.9092,3C_3P,0.8988,242.1352,54.8985,242.1089,54.9136,242.1223,54.9059,2425p545_ac51-043174,242.1247,54.9097,2425p545_ac51-043174,242.1247,54.9097,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4932_logminmax_pred.png
6381,240.593,54.7294,1C_1P,0.9449,240.5954,54.7285,240.5909,54.7312,240.5934,54.7295,2400p545_ac51-048386,240.5931,54.7299,2400p545_ac51-048386,240.5931,54.7299,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6381_logminmax_pred.png
2222,244.218,55.5923,3C_3P,0.9305,244.2004,55.5724,244.1806,55.5837,244.2439,55.6071,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2222_logminmax_pred.png
2222,244.218,55.5923,3C_3P,0.8201,244.2121,55.5863,244.1789,55.607,244.1894,55.5992,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2222_logminmax_pred.png
539,245.608,55.7714,3C_3P,0.9685,245.6273,55.7566,245.595,55.7779,245.6109,55.7673,2453p560_ac51-020005,245.6086,55.7717,2453p560_ac51-022023,245.6146,55.7661,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_539_logminmax_pred.png
631,245.479,55.1413,3C_3P,0.8698,245.5006,55.1232,245.48,55.136,245.4896,55.1285,2451p545_ac51-054543,245.4786,55.1412,2451p545_ac51-055364,245.4856,55.1285,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_631_logminmax_pred.png
1670,244.567,54.2224,1C_1P,0.9449,244.5745,54.2439,244.5697,54.247,244.572,54.2452,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1670_logminmax_pred.png
4572,242.393,55.8262,1C_1P,0.9102,242.3896,55.8464,242.3848,55.8492,242.3866,55.8476,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4572_logminmax_pred.png
3208,243.425,54.1994,1C_1P,0.9786,243.4366,54.2192,243.4314,54.2226,243.43400000000003,54.2207,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3208_logminmax_pred.png
2716,243.81099999999998,54.9934,1C_1P,0.9933,243.8149,54.99100000000001,243.8063,54.9964,243.8108,54.9934,2425p545_ac51-052023,243.8135,54.9931,2425p545_ac51-052023,243.8135,54.9931,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2716_logminmax_pred.png
2716,243.81099999999998,54.9934,1C_1P,0.9396,243.8478,55.0105,243.8392,55.0159,243.8433,55.0128,2425p545_ac51-052023,243.8135,54.9931,2451p545_ac51-039436,243.8459,55.0147,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2716_logminmax_pred.png
4962,242.113,54.6131,1C_1P,0.8761,242.0942,54.6236,242.09,54.626000000000005,242.0924,54.6248,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4962_logminmax_pred.png
4962,242.113,54.6131,2C_2P,0.8249,242.1333,54.6278,242.1188,54.6367,242.1251,54.6303,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4962_logminmax_pred.png
7,246.53,55.05,1C_1P,0.9946,246.5356,55.0467,246.5243,55.0541,246.5304,55.0503,2476p545_ac51-062868,246.5306,55.0505,2476p545_ac51-062868,246.5306,55.0505,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_7_logminmax_pred.png
799,245.33900000000003,55.7118,1C_1P,0.98,245.3797,55.7259,245.3712,55.7312,245.3755,55.7285,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_799_logminmax_pred.png
799,245.33900000000003,55.7118,1C_1P,0.9685,245.3006,55.7107,245.2963,55.7135,245.2973,55.7118,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_799_logminmax_pred.png
6019,241.168,53.7444,1C_1P,0.898,241.1806,53.7563,241.1762,53.75899999999999,241.1787,53.7575,2416p530_ac51-060224,241.167,53.7446,2416p530_ac51-060224,241.167,53.7446,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6019_logminmax_pred.png
6019,241.168,53.7444,1C_1P,0.8875,241.1699,53.7432,241.1657,53.7459,241.1676,53.7443,-,241.167,53.7446,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6019_logminmax_pred.png
4329,242.571,56.1126,1C_1P,0.9429,242.5455,56.0887,242.5409,56.0918,242.5431,56.0896,2426p560_ac51-031383,242.5715,56.1146,2426p560_ac51-031383,242.5715,56.1146,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4329_logminmax_pred.png
4531,242.463,53.8616,1C_1P,0.9875,242.5058,53.8426,242.4981,53.8478,242.5038,53.8448,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4531_logminmax_pred.png
4531,242.463,53.8616,1C_1P,0.828,242.4977,53.8844,242.4935,53.887,242.4964,53.8855,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4531_logminmax_pred.png
121,246.093,54.379,1C_1P,0.9585,246.0738,54.4004,246.0673,54.4045,246.0702,54.4021,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_121_logminmax_pred.png
6310,240.72799999999998,55.0924,1C_1P,0.9898,240.7338,55.0888,240.7227,55.0954,240.7284,55.0919,2400p545_ac51-056283,240.7289,55.0919,2400p545_ac51-056283,240.7289,55.0919,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6310_logminmax_pred.png
5592,241.55700000000002,54.9024,1C_1P,0.9902,241.5809,54.9163,241.5737,54.9206,241.5774,54.9186,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5592_logminmax_pred.png
4077,242.78099999999998,54.1484,1C_1P,0.9415,242.7962,54.1412,242.7906,54.1447,242.7939,54.1424,2425p545_ac51-018009,242.7809,54.1488,2425p545_ac51-019106,242.7945,54.1425,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4077_logminmax_pred.png
780,245.39,56.3355,1C_1P,0.9972,245.3936,56.3328,245.3856,56.338,245.3893,56.3351,2453p560_ac51-045781,245.3891,56.3354,2453p560_ac51-045781,245.3891,56.3354,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_780_logminmax_pred.png
14,246.51,55.2464,1C_1P,0.9926,246.5122,55.2448,246.507,55.2484,246.5096,55.2466,2476p545_ac51-063607,246.5096,55.2465,2476p545_ac51-063607,246.5096,55.2465,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_14_logminmax_pred.png
2550,243.91400000000002,54.0188,3C_3P,0.8227,243.9497,54.0021,243.9331,54.013000000000005,243.9423,54.0067,2451p545_ac51-011126,243.91400000000002,54.019,2451p545_ac51-010857,243.9412,54.0046,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2550_logminmax_pred.png
5819,241.342,54.3584,1C_1P,0.8988,241.3356,54.361999999999995,241.3209,54.3705,241.3288,54.3663,2425p545_ac51-036406,241.3415,54.3588,2425p545_ac51-012740,241.3286,54.3667,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5819_logminmax_pred.png
