Source_ID,PyBDSF_RA,PyBDSF_Dec,Class,Scores,x1,y1,x2,y2,RC_RA,RC_Dec,PyBDSF_host,PyBDSF_host_RA,PyBDSF_host_RA,PyBDSF_separation,RC_host,RC_host_RA,RC_host_Dec,RC_separation,file_path
3059,243.525,54.3378,1C_1P,0.9895,243.5279,54.3362,243.5227,54.3395,243.5255,54.3376,2425p545_ac51-023256,243.5259,243.5259,3.2599386497331717,2425p545_ac51-023256,243.5259,54.3379,1.8000000000290584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3059_logminmax_pred.png
3059,243.525,54.3378,1C_1P,0.922,243.5326,54.3516,243.5273,54.355,243.5303,54.3532,2425p545_ac51-023256,243.5259,243.5259,3.2599386497331717,2425p545_ac51-023246,243.5305,54.3528,1.609968943761778,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3059_logminmax_pred.png
3059,243.525,54.3378,1C_1P,0.8895,243.551,54.3595,243.5466,54.3623,243.5497,54.3608,2425p545_ac51-023256,243.5259,243.5259,3.2599386497331717,2425p545_ac51-023245,243.5297,54.3542,75.81911104731513,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3059_logminmax_pred.png
3059,243.525,54.3378,3C_3P,0.9634,243.5349,54.3495,243.5171,54.3602,243.5296,54.3537,-,243.5259,243.5259,3.2599386497331717,-,-1.0,-1.0,902579.3569780199,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3059_logminmax_pred.png
6247,240.89700000000002,54.0874,1C_1P,0.8719,240.8813,54.0685,240.8768,54.0712,240.8792,54.0696,2400p545_ac51-024535,240.8969,240.8969,2.545584412269256,2400p545_ac51-024236,240.8785,54.0701,3.096837096110287,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6247_logminmax_pred.png
6247,240.89700000000002,54.0874,2C_2P,0.9419,240.9043,54.0794,240.8847,54.0904,240.896,54.0865,2400p545_ac51-024535,240.8969,240.8969,2.545584412269256,2400p545_ac51-024535,240.8969,54.0881,6.608721510237763,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6247_logminmax_pred.png
6247,240.89700000000002,54.0874,3C_3P,0.9465,240.9083,54.065,240.862,54.0956,240.8956,54.0859,2400p545_ac51-024535,240.8969,240.8969,2.545584412269256,2400p545_ac51-024535,240.8969,54.0881,9.199391284169101,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6247_logminmax_pred.png
1396,244.812,55.0403,1C_1P,0.9903,244.8318,55.0528,244.8261,55.0564,244.829,55.0546,-,-1.0,-1.0,907628.8598333828,-,-1.0,-1.0,907699.9723869081,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1396_logminmax_pred.png
1396,244.812,55.0403,1C_1P,0.9670000000000001,244.7777,55.0337,244.7692,55.0391,244.7736,55.0362,-,-1.0,-1.0,907628.8598333828,-,-1.0,-1.0,907490.7974461801,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1396_logminmax_pred.png
1396,244.812,55.0403,1C_1P,0.8234,244.8333,55.0403,244.8294,55.0428,244.8319,55.0414,-,-1.0,-1.0,907628.8598333828,-,-1.0,-1.0,907699.5879516235,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1396_logminmax_pred.png
1590,244.636,54.5662,1C_1P,0.9965,244.6399,54.56399999999999,244.6325,54.5688,244.6362,54.566,2451p545_ac51-033700,244.6353,244.6353,3.096837096110287,2451p545_ac51-033700,244.6353,54.5667,4.1046315303495735,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1590_logminmax_pred.png
3907,242.90200000000002,54.2781,1C_1P,0.89,242.8846,54.2753,242.8705,54.2839,242.8777,54.2796,-,-1.0,-1.0,900315.6930261661,-,-1.0,-1.0,900231.5706891823,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3907_logminmax_pred.png
1745,244.528,54.8537,1C_3P,0.948,244.5045,54.8436,244.4848,54.8649,244.4887,54.8538,-,-1.0,-1.0,906482.8207177797,-,-1.0,-1.0,906344.9456336173,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1745_logminmax_pred.png
2662,243.84,54.3043,1C_1P,0.9896,243.8441,54.3021,243.83599999999998,54.3073,243.8406,54.3045,-,-1.0,-1.0,903630.0559036483,-,-1.0,-1.0,903632.3214597768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2662_logminmax_pred.png
3645,243.097,56.3426,1C_1P,0.9884,243.0993,56.3411,243.0939,56.3444,243.0966,56.3425,2426p560_ac51-047855,243.0974,243.0974,2.036467529794423,2426p560_ac51-047855,243.0974,56.343,3.3962332075392405,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3645_logminmax_pred.png
3645,243.097,56.3426,1C_1P,0.8911,243.0701,56.3316,243.0655,56.3344,243.0678,56.3328,2426p560_ac51-047855,243.0974,243.0974,2.036467529794423,2426p560_ac51-047393,243.0679,56.3334,2.1897945109043584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3645_logminmax_pred.png
3874,242.905,56.3481,1C_1P,0.9704,242.9079,56.3466,242.9022,56.3499,242.9052,56.3478,2426p560_ac51-044755,242.9052,242.9052,1.018233764924343,2426p560_ac51-044755,242.9052,56.3483,1.8000000000085947,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3874_logminmax_pred.png
3874,242.905,56.3481,1C_1P,0.8813,242.9307,56.3613,242.9182,56.3683,242.9245,56.3651,2426p560_ac51-044755,242.9052,242.9052,1.018233764924343,2426p560_ac51-044766,242.9274,56.3657,10.661106884409588,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3874_logminmax_pred.png
3853,242.92,56.7729,3C_3P,0.8075,242.9439,56.7509,242.9049,56.7713,242.9159,56.7684,-,-1.0,-1.0,902406.4383039128,-,-1.0,-1.0,902388.3420542151,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3853_logminmax_pred.png
1210,244.986,55.7858,1C_1P,0.9592,245.0311,55.801,245.0213,55.806999999999995,245.0275,55.8037,2453p560_ac51-016085,244.9866,244.9866,4.8299068314226075,2453p560_ac51-017334,245.0276,55.8027,3.6179552235963612,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1210_logminmax_pred.png
1210,244.986,55.7858,1C_1P,0.8281,244.9884,55.7846,244.9843,55.7873,244.9864,55.7857,2453p560_ac51-016085,244.9866,244.9866,4.8299068314226075,2453p560_ac51-016085,244.9866,55.787,4.735060717673221,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1210_logminmax_pred.png
1210,244.986,55.7858,3C_3P,0.9551,244.9993,55.7684,244.9622,55.7912,244.9806,55.7804,2453p560_ac51-016085,244.9866,244.9866,4.8299068314226075,2453p560_ac51-016079,244.9749,55.7787,21.41319219553085,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1210_logminmax_pred.png
2714,243.831,56.1275,1C_1P,0.879,243.8335,56.1265,243.829,56.1294,243.8314,56.1276,2426p560_ac51-027763,243.8311,243.8311,2.5455844122801086,2426p560_ac51-027763,243.8311,56.1282,2.4149534157113037,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2714_logminmax_pred.png
2714,243.831,56.1275,3C_3P,0.9888,243.8592,56.1142,243.8216,56.1362,243.8336,56.1254,2426p560_ac51-027763,243.8311,243.8311,2.5455844122801086,2426p560_ac51-027763,243.8311,56.1282,13.513193552964996,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2714_logminmax_pred.png
443,245.695,55.2858,1C_1P,0.9105,245.658,55.2746,245.6536,55.2775,245.6554,55.2756,2453p560_ac51-002855,245.6947,245.6947,1.2979984591108025,2453p560_ac51-002942,245.6553,55.2759,1.1384199576417855,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_443_logminmax_pred.png
443,245.695,55.2858,1C_1P,0.8585,245.6967,55.2845,245.6927,55.2872,245.6947,55.2854,2453p560_ac51-002855,245.6947,245.6947,1.2979984591108025,2453p560_ac51-002855,245.6947,55.286,2.159999999994966,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_443_logminmax_pred.png
1882,244.47299999999998,55.9405,1C_1P,0.8621,244.4599,55.9378,244.4549,55.9409,244.4577,55.9391,2453p560_ac51-036960,244.4728,244.4728,2.27683991529166,2453p560_ac51-036873,244.4575,55.9393,1.0182337648519928,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1882_logminmax_pred.png
1882,244.47299999999998,55.9405,3C_3P,0.8359,244.4937,55.931999999999995,244.4511,55.9571,244.4773,55.9497,2453p560_ac51-036960,244.4728,244.4728,2.27683991529166,2453p560_ac51-037576,244.481,55.9503,13.49399866600442,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1882_logminmax_pred.png
4095,242.763,54.5398,1C_1P,0.9757,242.7322,54.5282,242.7243,54.533,242.72799999999998,54.5303,-,-1.0,-1.0,900036.5000417475,-,-1.0,-1.0,899906.0509514792,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4095_logminmax_pred.png
4095,242.763,54.5398,1C_1P,0.9445,242.80599999999998,54.5222,242.7966,54.5281,242.803,54.5245,-,-1.0,-1.0,900036.5000417475,-,-1.0,-1.0,900164.6698820611,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4095_logminmax_pred.png
5377,241.71,55.9681,1C_1P,0.8358,241.6738,55.9782,241.6691,55.9809,241.6713,55.9791,2426p560_ac51-038070,241.7104,241.7104,4.553679830615676,2426p560_ac51-036796,241.6714,55.9795,1.4843180252220005,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5377_logminmax_pred.png
5377,241.71,55.9681,1C_1P,0.8186,241.7143,55.9661,241.7062,55.9707,241.7101,55.9681,2426p560_ac51-038070,241.7104,241.7104,4.553679830615676,2426p560_ac51-038070,241.7104,55.9669,4.452954075641186,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5377_logminmax_pred.png
5377,241.71,55.9681,2C_2P,0.8612,241.7191,55.9609,241.702,55.9703,241.7105,55.9667,2426p560_ac51-038070,241.7104,241.7104,4.553679830615676,2426p560_ac51-038070,241.7104,55.9669,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5377_logminmax_pred.png
3469,243.22299999999998,54.687,1C_1P,0.8822,243.225,54.6856,243.2204,54.6886,243.2224,54.6869,2425p545_ac51-046952,243.2228,243.2228,1.0182337648519928,2425p545_ac51-046952,243.2228,54.6872,1.8000000000290584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3469_logminmax_pred.png
3543,243.174,54.6553,1C_1P,0.9229999999999999,243.1764,54.6539,243.1716,54.657,243.1742,54.6551,2425p545_ac51-028634,243.1741,243.1741,0.36000000001195076,2425p545_ac51-028634,243.1741,54.6553,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3543_logminmax_pred.png
3543,243.174,54.6553,3C_3P,0.8976,243.1904,54.6413,243.155,54.6626,243.1737,54.655,2425p545_ac51-028634,243.1741,243.1741,0.36000000001195076,2425p545_ac51-028634,243.1741,54.6553,1.8000000000290584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3543_logminmax_pred.png
2374,244.06400000000002,54.623000000000005,2C_2P,0.9977,244.0685,54.6187,244.0597,54.6246,244.0641,54.6225,2451p545_ac51-036503,244.0643,244.0643,1.2979984590966136,2451p545_ac51-036503,244.0643,54.6232,2.620839560129608,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2374_logminmax_pred.png
1305,244.868,54.7235,1C_1P,0.8568,244.83700000000002,54.7083,244.8329,54.711000000000006,244.8347,54.7091,-,-1.0,-1.0,907572.6511504189,-,-1.0,-1.0,907444.2781613779,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1305_logminmax_pred.png
1305,244.868,54.7235,1C_1P,0.8468,244.8696,54.7224,244.8662,54.7247,244.868,54.7233,-,-1.0,-1.0,907572.6511504189,-,-1.0,-1.0,907572.4920060625,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1305_logminmax_pred.png
1305,244.868,54.7235,1C_1P,0.8391,244.8969,54.7131,244.8924,54.7161,244.8944,54.7142,-,-1.0,-1.0,907572.6511504189,-,-1.0,-1.0,907657.941797283,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1305_logminmax_pred.png
1305,244.868,54.7235,3C_3P,0.9134,244.9016,54.7072,244.8692,54.7281,244.8948,54.714,-,-1.0,-1.0,907572.6511504189,-,-1.0,-1.0,907659.1870966759,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1305_logminmax_pred.png
6272,240.85299999999998,54.1995,1C_1P,0.9974,240.8313,54.1754,240.824,54.1798,240.8271,54.1773,2400p545_ac51-024271,240.8528,240.8528,1.9386593305472783,2400p545_ac51-024271,240.8528,54.2,123.44273490165617,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6272_logminmax_pred.png
6272,240.85299999999998,54.1995,1C_1P,0.8681,240.8554,54.1986,240.8514,54.201,240.8535,54.1995,-,240.8528,240.8528,1.9386593305472783,-,-1.0,-1.0,893061.979597161,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6272_logminmax_pred.png
3422,243.25900000000001,54.4794,1C_1P,0.9666,243.2456,54.4819,243.2406,54.4851,243.2433,54.4832,2425p545_ac51-028276,243.2589,243.2589,0.804984471903768,2425p545_ac51-028880,243.2432,54.4835,1.1384199576741414,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3422_logminmax_pred.png
3422,243.25900000000001,54.4794,1C_1P,0.9239,243.2613,54.4784,243.2567,54.4812,243.2589,54.4795,2425p545_ac51-028276,243.2589,243.2589,0.804984471903768,2425p545_ac51-028276,243.2589,54.4796,0.3599999999863712,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3422_logminmax_pred.png
3422,243.25900000000001,54.4794,3C_3P,0.9620000000000001,243.2709,54.4714,243.2374,54.4909,243.2492,54.482,2425p545_ac51-028276,243.2589,243.2589,0.804984471903768,2425p545_ac51-030171,243.2456,54.4806,13.905509699411407,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3422_logminmax_pred.png
6131,241.02900000000002,53.9989,1C_1P,0.9933,241.0328,53.9969,241.0248,54.0016,241.0287,53.9992,2400p545_ac51-000056,241.0286,241.0286,2.9024127894172,2400p545_ac51-000056,241.0286,53.9996,1.4843180251971848,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6131_logminmax_pred.png
1476,244.795,56.0138,1C_1P,0.9356,244.7902,55.9966,244.785,55.9998,244.78799999999998,55.9977,-,-1.0,-1.0,908354.6610130332,-,-1.0,-1.0,908317.0176710322,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1476_logminmax_pred.png
1476,244.795,56.0138,1C_1P,0.924,244.7732,56.0174,244.7688,56.0203,244.7713,56.0184,-,-1.0,-1.0,908354.6610130332,-,-1.0,-1.0,908275.2901822001,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1476_logminmax_pred.png
1476,244.795,56.0138,1C_1P,0.9073,244.8247,56.0318,244.8199,56.0349,244.82299999999998,56.0327,-,-1.0,-1.0,908354.6610130332,-,-1.0,-1.0,908468.2292352541,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1476_logminmax_pred.png
4529,242.419,56.0361,1C_1P,0.9703,242.4223,56.035,242.4168,56.0381,242.4193,56.0364,2426p560_ac51-031595,242.4196,242.4196,3.054701294718766,2426p560_ac51-031595,242.4196,56.0367,1.5273506473955578,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4529_logminmax_pred.png
4529,242.419,56.0361,1C_1P,0.9565,242.43,56.0222,242.424,56.0258,242.4271,56.0235,2426p560_ac51-031595,242.4196,242.4196,3.054701294718766,2426p560_ac51-032206,242.4264,56.0233,2.620839560122581,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4529_logminmax_pred.png
4529,242.419,56.0361,3C_3P,0.9867,242.44400000000002,56.0193,242.40900000000002,56.0392,242.4242,56.028999999999996,2426p560_ac51-031595,242.4196,242.4196,3.054701294718766,2426p560_ac51-032042,242.4279,56.0274,14.51206394686835,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4529_logminmax_pred.png
4035,242.80200000000002,55.1401,1C_1P,0.9913,242.8065,55.1378,242.7984,55.1427,242.8024,55.1401,2425p545_ac51-056964,242.8029,242.8029,3.545588808566911,2425p545_ac51-056964,242.8029,55.1405,2.305124725456471,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4035_logminmax_pred.png
4587,242.43200000000002,53.5115,3C_3P,0.8527,242.4521,53.5017,242.4186,53.5216,242.4309,53.5114,2416p530_ac51-054835,242.43200000000002,242.43200000000002,0.719999999998322,2416p530_ac51-054835,242.43200000000002,53.5117,4.104631530380983,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4587_logminmax_pred.png
4587,242.43200000000002,53.5115,3C_3P,0.8317,242.4205,53.4878,242.4011,53.5008,242.4152,53.4926,2416p530_ac51-054835,242.43200000000002,242.43200000000002,0.719999999998322,2416p530_ac51-055612,242.4157,53.4925,1.8356470248540087,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4587_logminmax_pred.png
41,246.37400000000002,54.5893,3C_3P,0.9793,246.3876,54.582,246.3687,54.5947,246.3812,54.5872,2451p545_ac51-026716,246.3744,246.3744,2.305124725428507,2451p545_ac51-026766,246.3813,54.5873,0.5091168824531277,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_41_logminmax_pred.png
5449,241.675,55.2369,1C_1P,0.9104,241.6771,55.2358,241.6726,55.2384,241.6749,55.2369,2425p545_ac51-063340,241.6752,241.6752,1.0182337648519928,2425p545_ac51-063340,241.6752,55.2367,1.2979984591108025,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5449_logminmax_pred.png
5449,241.675,55.2369,1C_1P,0.8695,241.6457,55.2288,241.6396,55.2325,241.6431,55.2303,2425p545_ac51-063340,241.6752,241.6752,1.0182337648519928,2425p545_ac51-062855,241.6431,55.2305,0.719999999998322,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5449_logminmax_pred.png
5449,241.675,55.2369,3C_3P,0.9186,241.6697,55.2196,241.6356,55.2389,241.6436,55.2298,2425p545_ac51-063340,241.6752,241.6752,1.0182337648519928,2425p545_ac51-062855,241.6431,55.2305,3.096837096116234,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5449_logminmax_pred.png
1419,244.75400000000002,53.9182,1C_1P,0.9545,244.7311,53.9171,244.7191,53.925,244.7245,53.9206,2451p545_ac51-008150,244.7545,244.7545,1.9386593305282782,2451p545_ac51-008161,244.7244,53.9204,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1419_logminmax_pred.png
1419,244.75400000000002,53.9182,1C_1P,0.9317,244.7563,53.917,244.752,53.9198,244.7541,53.9183,2451p545_ac51-008150,244.7545,244.7545,1.9386593305282782,2451p545_ac51-008150,244.7545,53.9184,1.4843180252654282,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1419_logminmax_pred.png
892,245.222,54.9114,1C_1P,0.8059,245.2182,54.8871,245.21400000000003,54.8901,245.2165,54.8879,-,-1.0,-1.0,908965.1251968481,-,-1.0,-1.0,908927.0863017746,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_892_logminmax_pred.png
892,245.222,54.9114,2C_2P,0.9175,245.2581,54.9096,245.2489,54.915,245.2518,54.9125,-,-1.0,-1.0,908965.1251968481,-,-1.0,-1.0,909070.6189878708,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_892_logminmax_pred.png
4182,242.713,54.0949,1C_1P,0.9885,242.7159,54.0933,242.7104,54.0969,242.7131,54.0949,2425p545_ac51-018042,242.7132,242.7132,1.018233764924343,2425p545_ac51-018042,242.7132,54.0951,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4182_logminmax_pred.png
4182,242.713,54.0949,1C_1P,0.9622,242.6783,54.0805,242.6708,54.0856,242.674,54.0826,2425p545_ac51-018042,242.7132,242.7132,1.018233764924343,2425p545_ac51-018175,242.6983,54.1145,144.3640398436853,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4182_logminmax_pred.png
4182,242.713,54.0949,1C_1P,0.9272,242.7011,54.1133,242.6969,54.11600000000001,242.6984,54.1142,-,242.7132,242.7132,1.018233764924343,-,-1.0,-1.0,899470.5377311877,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4182_logminmax_pred.png
