Source_ID,PyBDSF_RA,PyBDSF_Dec,Class,Scores,x1,y1,x2,y2,RC_RA,RC_Dec,PyBDSF_host,PyBDSF_host_RA,PyBDSF_host_RA,PyBDSF_separation,RC_host,RC_host_RA,RC_host_Dec,RC_separation,file_path
2683,243.847,56.0617,1C_1P,0.9942,243.8785,56.0654,243.8748,56.0677,243.8783,56.0664,-,-1.0,-1.0,905069.577196104,-,-1.0,-1.0,905183.1568391317,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2683_infraredctmask_pred.png
2683,243.847,56.0617,1C_1P,0.9912,243.84900000000002,56.0605,243.8445,56.0634,243.8471,56.0615,-,-1.0,-1.0,905069.577196104,-,-1.0,-1.0,905069.7643840245,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2683_infraredctmask_pred.png
2486,244.003,56.3466,1C_1P,0.9619,244.0065,56.3444,243.9996,56.3489,244.0025,56.3464,2453p560_ac51-039027,244.0029,244.0029,0.5091168823807778,2453p560_ac51-039027,244.0029,56.3467,1.8000000000290584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2486_infraredctmask_pred.png
5749,241.43,53.6658,1C_1P,0.9967,241.4469,53.6536,241.4398,53.6581,241.4431,53.6555,-,-1.0,-1.0,894660.8762440294,-,-1.0,-1.0,894698.7259493922,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5749_infraredctmask_pred.png
1528,244.72400000000002,55.3143,1C_1P,0.9957,244.7639,55.303999999999995,244.7558,55.3091,244.7607,55.306000000000004,-,-1.0,-1.0,907539.8260704323,-,-1.0,-1.0,907661.9345408017,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1528_infraredctmask_pred.png
5726,241.43,54.3526,1C_1P,0.9376,241.47299999999998,54.3313,241.4685,54.3347,241.4729,54.3324,-,-1.0,-1.0,895207.9922223716,-,-1.0,-1.0,895342.37649362,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5726_infraredctmask_pred.png
3445,243.243,54.4756,1C_1P,0.9973,243.2171,54.4689,243.2106,54.4734,243.2129,54.4708,2425p545_ac51-028880,243.2432,243.2432,1.018233764924343,2425p545_ac51-028249,243.213,54.4711,1.1384199576741414,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3445_infraredctmask_pred.png
3445,243.243,54.4756,1C_1P,0.9951,243.2612,54.4707,243.2575,54.4732,243.2589,54.4718,2425p545_ac51-028880,243.2432,243.2432,1.018233764924343,2425p545_ac51-028276,243.2589,54.4718,0.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3445_infraredctmask_pred.png
3445,243.243,54.4756,1C_1P,0.9894,243.2459,54.4739,243.2407,54.4774,243.2431,54.4756,2425p545_ac51-028880,243.2432,243.2432,1.018233764924343,2425p545_ac51-028880,243.2432,54.4758,0.804984471903768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3445_infraredctmask_pred.png
4012,242.815,55.1678,1C_1P,0.9962,242.8155,55.1669,242.8111,55.1694,242.8149,55.168,-,-1.0,-1.0,900723.8559762067,-,-1.0,-1.0,900723.6667983636,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4012_infraredctmask_pred.png
709,245.46,56.2123,2C_2P,0.9672,245.4936,56.1875,245.4824,56.1944,245.489,56.1905,2453p560_ac51-046547,245.4607,245.4607,4.1046315303495735,2453p560_ac51-044483,245.4534,56.2169,159.5543393330839,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_709_infraredctmask_pred.png
709,245.46,56.2123,3C_3P,0.9998,245.4658,56.2103,245.4454,56.2226,245.4568,56.2154,-,245.4607,245.4607,4.1046315303495735,-,-1.0,-1.0,910839.5298699238,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_709_infraredctmask_pred.png
1141,245.03900000000002,55.6979,1C_1P,0.9991,245.0088,55.7007,245.0035,55.70399999999999,245.007,55.7022,-,-1.0,-1.0,908954.3136785885,-,-1.0,-1.0,908845.5328594439,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1141_infraredctmask_pred.png
1141,245.03900000000002,55.6979,1C_1P,0.9984,245.0455,55.7153,245.0405,55.7186,245.0424,55.7169,-,-1.0,-1.0,908954.3136785885,-,-1.0,-1.0,908981.6030537005,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1141_infraredctmask_pred.png
4716,242.343,53.5831,1C_1P,0.9953,242.3439,53.5821,242.3403,53.5844,242.3434,53.5831,-,-1.0,-1.0,897802.2558958881,-,-1.0,-1.0,897803.6609827582,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4716_infraredctmask_pred.png
4716,242.343,53.5831,1C_1P,0.983,242.3637,53.5909,242.3599,53.5931,242.3627,53.5918,-,-1.0,-1.0,897802.2558958881,-,-1.0,-1.0,897878.3114574874,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4716_infraredctmask_pred.png
4716,242.343,53.5831,1C_1P,0.9722,242.3701,53.5831,242.3668,53.5853,242.3691,53.583999999999996,-,-1.0,-1.0,897802.2558958881,-,-1.0,-1.0,897894.6471078317,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4716_infraredctmask_pred.png
2010,244.38099999999997,55.9808,1C_1P,0.9971,244.4108,56.001000000000005,244.4065,56.0037,244.4098,56.0024,-,-1.0,-1.0,906875.9902082171,-,-1.0,-1.0,906994.5734687325,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2010_infraredctmask_pred.png
2010,244.38099999999997,55.9808,1C_1P,0.9874,244.37599999999998,55.9737,244.3698,55.9777,244.3736,55.9753,-,-1.0,-1.0,906875.9902082171,-,-1.0,-1.0,906845.5620976308,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2010_infraredctmask_pred.png
2010,244.38099999999997,55.9808,1C_1P,0.9685,244.3537,55.9937,244.3434,56.0001,244.3475,55.9971,-,-1.0,-1.0,906875.9902082171,-,-1.0,-1.0,906771.792974392,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2010_infraredctmask_pred.png
1237,244.896,54.1302,1C_1P,0.9943,244.9175,54.1185,244.9144,54.1206,244.9171,54.1189,-,-1.0,-1.0,907201.2983422137,-,-1.0,-1.0,907266.5204870481,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1237_infraredctmask_pred.png
4622,242.37599999999998,54.8203,1C_1P,0.9951,242.3667,54.8214,242.3614,54.8248,242.3655,54.8229,2425p545_ac51-044230,242.3765,242.3765,1.8000000000597538,2425p545_ac51-044204,242.3653,54.823,0.804984471926647,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4622_infraredctmask_pred.png
4622,242.37599999999998,54.8203,1C_1P,0.9863,242.3779,54.818999999999996,242.3738,54.8215,242.3763,54.8201,2425p545_ac51-044230,242.3765,242.3765,1.8000000000597538,2425p545_ac51-044230,242.3765,54.8203,1.0182337649424302,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4622_infraredctmask_pred.png
1580,244.703,56.1373,1C_1P,0.998,244.7048,56.1356,244.6993,56.1392,244.7028,56.1373,2453p560_ac51-034076,244.7025,244.7025,1.8000000000597538,2453p560_ac51-034076,244.7025,56.1373,1.0800000000358523,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1580_infraredctmask_pred.png
1580,244.703,56.1373,3C_3P,0.9139,244.6776,56.1318,244.65900000000002,56.148999999999994,244.6651,56.1403,2453p560_ac51-034076,244.7025,244.7025,1.8000000000597538,2453p560_ac51-034057,244.6607,56.1408,15.941944674361093,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1580_infraredctmask_pred.png
3096,243.515,56.2419,1C_1P,0.9942,243.5174,56.2409,243.5122,56.2441,243.5151,56.2422,2426p560_ac51-050248,243.5151,243.5151,1.8356470249041739,2426p560_ac51-050248,243.5151,56.2424,0.7200000000239015,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3096_infraredctmask_pred.png
2075,244.293,54.4072,1C_1P,0.9972,244.2643,54.4029,244.2608,54.4052,244.2621,54.4037,2451p545_ac51-036511,244.2932,244.2932,0.8049844719152075,2451p545_ac51-036725,244.2621,54.4037,0.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2075_infraredctmask_pred.png
2075,244.293,54.4072,1C_1P,0.996,244.296,54.4055,244.2906,54.4091,244.2934,54.407,2451p545_ac51-036511,244.2932,244.2932,0.8049844719152075,2451p545_ac51-036511,244.2932,54.4073,1.297998459132086,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2075_infraredctmask_pred.png
3315,243.342,54.5159,1C_1P,0.9994,243.3753,54.5225,243.3677,54.5273,243.3731,54.5249,-,-1.0,-1.0,902049.8680194226,-,-1.0,-1.0,902166.2240109165,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3315_infraredctmask_pred.png
439,245.706,55.4117,1C_1P,0.9994,245.7092,55.4092,245.7013,55.4145,245.7064,55.4114,2453p560_ac51-002751,245.7046,245.7046,5.154415582745143,2453p560_ac51-002751,245.7046,55.4114,6.480000000010477,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_439_infraredctmask_pred.png
5096,242.012,54.3109,1C_1P,0.9962,241.9767,54.297,241.9732,54.2992,241.9745,54.2977,-,-1.0,-1.0,897217.4186474634,-,-1.0,-1.0,897075.2392363744,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5096_infraredctmask_pred.png
5096,242.012,54.3109,1C_1P,0.9962,242.0356,54.2986,242.0312,54.3011,242.0352,54.2995,-,-1.0,-1.0,897217.4186474634,-,-1.0,-1.0,897289.7497938992,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5096_infraredctmask_pred.png
3808,242.956,56.4531,1C_1P,0.998,242.9501,56.4715,242.9429,56.4758,242.9474,56.4736,-,-1.0,-1.0,902267.9406459621,-,-1.0,-1.0,902254.7260512471,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3808_infraredctmask_pred.png
3808,242.956,56.4531,1C_1P,0.9936,242.9581,56.4522,242.9548,56.4543,242.9563,56.4531,-,-1.0,-1.0,902267.9406459621,-,-1.0,-1.0,902268.9918868585,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3808_infraredctmask_pred.png
4418,242.532,54.8434,1C_1P,0.9806,242.5332,54.8425,242.5302,54.8445,242.5316,54.8435,2425p545_ac51-044217,242.5318,242.5318,1.018233764924343,2425p545_ac51-044217,242.5318,54.8436,0.804984471926647,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4418_infraredctmask_pred.png
4418,242.532,54.8434,1C_1P,0.9745,242.5733,54.8539,242.5685,54.857,242.5711,54.8554,-,242.5318,242.5318,1.018233764924343,-,-1.0,-1.0,899616.204710784,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4418_infraredctmask_pred.png
2211,244.243,56.2248,1C_1P,0.9942,244.2447,56.2239,244.2418,56.2261,244.2434,56.2248,2453p560_ac51-039357,244.2432,244.2432,1.018233764924343,2453p560_ac51-039357,244.2432,56.225,1.018233764924343,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2211_infraredctmask_pred.png
2211,244.243,56.2248,1C_1P,0.9936,244.2869,56.2175,244.2822,56.2208,244.2854,56.218999999999994,2453p560_ac51-039357,244.2432,244.2432,1.018233764924343,2453p560_ac51-040161,244.2854,56.2192,0.7200000000239015,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2211_infraredctmask_pred.png
2211,244.243,56.2248,2C_2P,0.981,244.2208,56.2353,244.2113,56.2412,244.2162,56.2379,2453p560_ac51-039357,244.2432,244.2432,1.018233764924343,2453p560_ac51-039593,244.2166,56.2377,1.609968943853294,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2211_infraredctmask_pred.png
3350,243.321,55.5913,1C_1P,0.9959,243.2978,55.5863,243.2936,55.589,243.295,55.5874,-,-1.0,-1.0,902841.8624243685,-,-1.0,-1.0,902747.5084398347,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3350_infraredctmask_pred.png
368,245.804,55.4561,1C_1P,0.9987,245.8065,55.45399999999999,245.7996,55.4587,245.8041,55.4559,2453p560_ac51-003638,245.8041,245.8041,1.1384199576498744,2453p560_ac51-003638,245.8041,55.4558,0.3599999999863712,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_368_infraredctmask_pred.png
368,245.804,55.4561,1C_1P,0.9564,245.8264,55.4749,245.82299999999998,55.4772,245.8248,55.4759,2453p560_ac51-003638,245.8041,245.8041,1.1384199576498744,2453p560_ac51-003391,245.8249,55.4763,1.4843180252220005,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_368_infraredctmask_pred.png
368,245.804,55.4561,1C_1P,0.897,245.8477,55.4675,245.8438,55.4705,245.8466,55.4691,-,245.8041,245.8041,1.1384199576498744,-,-1.0,-1.0,911603.6207120698,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_368_infraredctmask_pred.png
2754,243.77,55.151,1C_1P,0.9907,243.7899,55.1488,243.7861,55.1516,243.7891,55.1499,2425p545_ac51-052125,243.7701,243.7701,2.545584412254786,2425p545_ac51-051951,243.7896,55.1504,2.545584412301814,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2754_infraredctmask_pred.png
2754,243.77,55.151,1C_1P,0.9884,243.7709,55.1504,243.7679,55.1525,243.77,55.1514,2425p545_ac51-052125,243.7701,243.7701,2.545584412254786,2425p545_ac51-052125,243.7701,55.1517,1.1384199576498744,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2754_infraredctmask_pred.png
2754,243.77,55.151,1C_1P,0.9709,243.8094,55.162,243.8059,55.1644,243.8085,55.1632,2425p545_ac51-052125,243.7701,243.7701,2.545584412254786,2425p545_ac51-051967,243.80900000000003,55.1633,1.8356470249493233,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2754_infraredctmask_pred.png
5481,241.683,53.87,1C_1P,0.9972,241.6851,53.8698,241.6821,53.8718,241.6836,53.8703,2425p545_ac51-010173,241.6835,241.6835,3.7064268507889184,2425p545_ac51-010173,241.6835,53.8709,2.1897945109043584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5481_infraredctmask_pred.png
3240,243.41,55.9745,1C_1P,0.9983,243.43200000000002,55.9918,243.4267,55.9954,243.4289,55.9938,-,-1.0,-1.0,903466.1859102641,-,-1.0,-1.0,903548.224447209,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3240_infraredctmask_pred.png
523,245.58,55.0704,1C_1P,0.9934,245.6043,55.0704,245.5979,55.0748,245.6006,55.0723,2451p545_ac51-054527,245.5799,245.5799,1.1384199576741414,2451p545_ac51-054110,245.5473,55.0935,206.5010334113873,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_523_infraredctmask_pred.png
523,245.58,55.0704,1C_1P,0.9833,245.5508,55.091,245.5438,55.0956,245.5482,55.0936,2451p545_ac51-054527,245.5799,245.5799,1.1384199576741414,2451p545_ac51-054527,245.5799,55.0707,140.78255573756485,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_523_infraredctmask_pred.png
523,245.58,55.0704,1C_1P,0.9225,245.5887,55.0651,245.5718,55.0759,245.5806,55.0702,-,245.5799,245.5799,1.1384199576741414,-,-1.0,-1.0,910350.6691007725,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_523_infraredctmask_pred.png
5791,241.317,55.4877,1C_1P,0.9916,241.3176,55.4866,241.3139,55.489,241.317,55.4878,-,-1.0,-1.0,895730.2708260777,-,-1.0,-1.0,895730.3525561732,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5791_infraredctmask_pred.png
4301,242.59799999999998,55.6868,1C_1P,0.9424,242.5838,55.662,242.5767,55.6652,242.5805,55.6627,-,-1.0,-1.0,900384.2460423163,-,-1.0,-1.0,900303.2240906162,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4301_infraredctmask_pred.png
1875,244.418,54.2085,1C_1P,0.9952,244.3913,54.2136,244.3862,54.2171,244.3883,54.215,-,-1.0,-1.0,905584.0836848889,-,-1.0,-1.0,905484.9073642775,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1875_infraredctmask_pred.png
1875,244.418,54.2085,1C_1P,0.9943,244.4149,54.1954,244.41099999999997,54.1982,244.4137,54.1966,-,-1.0,-1.0,905584.0836848889,-,-1.0,-1.0,905559.5797286228,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1875_infraredctmask_pred.png
1875,244.418,54.2085,1C_1P,0.9908,244.4267,54.1966,244.4232,54.1993,244.426,54.1974,-,-1.0,-1.0,905584.0836848889,-,-1.0,-1.0,905603.412525687,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1875_infraredctmask_pred.png
5059,241.99,55.8369,1C_1P,0.9988,241.9915,55.8366,241.9885,55.8386,241.9898,55.8373,2426p560_ac51-015851,241.9899,241.9899,1.4843180252220005,2426p560_ac51-015851,241.9899,55.8373,0.36000000001195076,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5059_infraredctmask_pred.png
5059,241.99,55.8369,1C_1P,0.9942,241.9875,55.8207,241.9827,55.8236,241.9862,55.8217,2426p560_ac51-015851,241.9899,241.9899,1.4843180252220005,2426p560_ac51-016545,241.9855,55.8222,3.096837096125155,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5059_infraredctmask_pred.png
4753,242.268,54.883,1C_1P,0.9939,242.2338,54.8604,242.2284,54.8637,242.2319,54.8618,2425p545_ac51-041798,242.2644,242.2644,13.138767065468203,2425p545_ac51-041711,242.2316,54.8619,1.1384199576903191,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4753_infraredctmask_pred.png
4753,242.268,54.883,1C_1P,0.9917,242.2727,54.8797,242.2615,54.8865,242.2682,54.883,2425p545_ac51-041798,242.2644,242.2644,13.138767065468203,2425p545_ac51-041798,242.2644,54.8824,13.84947652445088,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4753_infraredctmask_pred.png
5123,241.986,54.4664,1C_1P,0.9976,241.9507,54.4623,241.9451,54.4659,241.9481,54.4639,2425p545_ac51-034981,241.9855,241.9855,1.8356470248540087,2425p545_ac51-033470,241.9476,54.4642,2.0991426821876713,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5123_infraredctmask_pred.png
5123,241.986,54.4664,1C_1P,0.9924,241.988,54.4653,241.9835,54.4681,241.9857,54.4664,2425p545_ac51-034981,241.9855,241.9855,1.8356470248540087,2425p545_ac51-034981,241.9855,54.4665,0.804984471926647,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5123_infraredctmask_pred.png
4175,242.68400000000003,56.285,1C_1P,0.9839,242.7118,56.2871,242.7084,56.2891,242.7103,56.288000000000004,2426p560_ac51-045188,242.6939,242.6939,35.65635988146829,2426p560_ac51-045843,242.7097,56.2887,3.3190360045913465,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4175_infraredctmask_pred.png
4175,242.68400000000003,56.285,2C_3P,0.9297,242.7117,56.2736,242.6806,56.2903,242.6989,56.2817,2426p560_ac51-045188,242.6939,242.6939,35.65635988146829,2426p560_ac51-044777,242.7001,56.2813,4.55367983058332,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4175_infraredctmask_pred.png
5732,241.356,55.7913,1C_1P,0.9985,241.3805,55.794,241.3739,55.7979,241.3767,55.7956,2426p560_ac51-013035,241.3562,241.3562,0.804984471926647,2426p560_ac51-012980,241.3781,55.7973,7.928177596371421,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5732_infraredctmask_pred.png
5732,241.356,55.7913,1C_1P,0.9975,241.3586,55.7895,241.3526,55.7932,241.3565,55.791000000000004,2426p560_ac51-013035,241.3562,241.3562,0.804984471926647,2426p560_ac51-013035,241.3562,55.7914,1.8000000000188268,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5732_infraredctmask_pred.png
1100,245.08700000000002,55.9159,1C_1P,0.9972,245.1154,55.9128,245.1112,55.9155,245.1147,55.9141,2453p560_ac51-031294,245.0855,245.0855,9.29051128844683,2453p560_ac51-031355,245.114,55.9141,2.519999999981337,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1100_infraredctmask_pred.png
1100,245.08700000000002,55.9159,1C_1P,0.9927,245.0879,55.9151,245.0849,55.9175,245.0869,55.9161,2453p560_ac51-031294,245.0855,245.0855,9.29051128844683,2453p560_ac51-031332,245.0808,55.9235,34.524356619638525,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1100_infraredctmask_pred.png
1100,245.08700000000002,55.9159,1C_1P,0.9899,245.0818,55.9222,245.0783,55.9246,245.0806,55.9234,2453p560_ac51-031294,245.0855,245.0855,9.29051128844683,2453p560_ac51-031817,245.0575,55.901,115.83779694036933,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1100_infraredctmask_pred.png
1100,245.08700000000002,55.9159,3C_3P,0.9784,245.11700000000002,55.897,245.0518,55.9342,245.0617,55.9031,-,245.0855,245.0855,9.29051128844683,-,-1.0,-1.0,909200.1023067695,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1100_infraredctmask_pred.png
